,userID,itemID,rating,timestamp
194,130,379,4.0,875801662
195,38,328,4.0,892428688
196,160,719,3.0,876857977
197,293,1267,3.0,888906966
198,26,930,2.0,891385985
199,130,216,4.0,875216545
200,92,1079,3.0,886443455
201,256,452,4.0,882164999
202,1,61,4.0,878542420
203,72,48,4.0,880036718
204,56,755,3.0,892910207
205,13,360,4.0,882140926
206,15,405,2.0,879455957
207,92,77,3.0,875654637
208,207,476,2.0,884386343
209,292,174,5.0,881105481
210,232,483,5.0,888549622
211,251,748,2.0,886272175
212,224,26,3.0,888104153
213,181,220,4.0,878962392
214,259,255,4.0,874724710
215,305,471,4.0,886323648
216,52,280,3.0,882922806
217,161,202,5.0,891170769
218,148,408,5.0,877399018
219,125,235,2.0,892838559
220,97,228,5.0,884238860
221,58,1098,4.0,884304936
222,83,234,4.0,887665548
223,90,347,4.0,891383319
224,272,178,5.0,879455113
225,194,181,3.0,879521396
226,125,478,4.0,879454628
227,110,688,1.0,886987605
228,299,14,4.0,877877775
229,151,10,5.0,879524921
230,269,127,4.0,891446165
231,6,14,5.0,883599249
232,54,106,3.0,880937882
233,303,69,5.0,879467542
234,16,944,1.0,877727122
235,301,790,4.0,882078621
236,276,1091,3.0,874793035
237,305,214,2.0,886323068
238,194,1028,2.0,879541148
239,91,323,2.0,891438397
240,87,554,4.0,879875940
241,294,109,4.0,877819599
242,286,171,4.0,877531791
243,200,318,5.0,884128458
244,229,328,1.0,891632142
245,178,568,4.0,882826555
246,303,842,2.0,879484804
247,62,65,4.0,879374686
248,207,591,3.0,876018608
249,92,172,4.0,875653271
250,301,401,4.0,882078040
251,36,339,5.0,882157581
252,70,746,3.0,884150257
253,63,242,3.0,875747190
254,28,201,3.0,881961671
255,279,68,4.0,875307407
256,250,7,4.0,878089716
257,14,98,3.0,890881335
258,299,1018,3.0,889502324
259,194,54,3.0,879525876
260,303,815,3.0,879485532
261,119,237,5.0,874775038
262,295,218,5.0,879966498
263,268,930,2.0,875742942
264,268,2,2.0,875744173
265,66,258,4.0,883601089
266,233,202,5.0,879394264
267,83,623,4.0,880308578
268,214,334,3.0,891542540
269,192,476,2.0,881368243
270,100,344,4.0,891374868
271,268,145,1.0,875744501
272,301,56,4.0,882076587
273,307,89,5.0,879283786
274,234,141,3.0,892334609
275,83,576,4.0,880308755
276,181,264,2.0,878961624
277,297,133,4.0,875240090
278,38,153,5.0,892430369
279,7,382,4.0,891352093
280,264,813,4.0,886122952
281,181,872,1.0,878961814
282,201,146,1.0,884140579
283,85,507,4.0,879456199
284,269,367,3.0,891450023
285,59,468,3.0,888205855
286,286,143,4.0,889651549
287,193,96,1.0,889124507
288,113,595,5.0,875936424
289,292,11,5.0,881104093
290,130,1014,3.0,876250718
291,275,98,4.0,875155140
292,189,520,5.0,893265380
293,219,82,1.0,889452455
294,218,209,5.0,877488546
295,123,427,3.0,879873020
296,119,222,5.0,874775311
297,158,177,4.0,880134407
298,222,118,4.0,877563802
299,302,322,2.0,879436875
300,279,501,3.0,875308843
301,301,79,5.0,882076403
302,181,3,2.0,878963441
303,201,695,1.0,884140115
304,13,198,3.0,881515193
305,1,189,3.0,888732928
306,145,237,5.0,875270570
307,23,385,4.0,874786462
308,201,767,4.0,884114505
309,296,705,5.0,884197193
310,42,546,3.0,881105817
311,33,872,3.0,891964230
312,301,554,3.0,882078830
313,16,64,5.0,877720297
314,95,135,3.0,879197562
315,154,357,4.0,879138713
316,77,484,5.0,884733766
317,296,508,5.0,884196584
318,302,303,2.0,879436785
319,244,673,3.0,880606667
320,222,77,4.0,878183616
321,13,215,5.0,882140588
322,16,705,5.0,877722736
323,270,452,4.0,876956264
324,145,15,2.0,875270655
325,187,64,5.0,879465631
326,200,304,5.0,876041644
327,170,749,5.0,887646170
328,101,829,3.0,877136138
329,184,218,3.0,889909840
330,128,204,4.0,879967478
331,181,1295,1.0,878961781
332,184,153,3.0,889911285
333,1,33,4.0,878542699
334,1,160,4.0,875072547
335,184,321,5.0,889906967
336,54,595,3.0,880937813
337,94,343,4.0,891725009
338,128,508,4.0,879967767
339,23,323,2.0,874784266
340,301,227,3.0,882077222
341,301,191,3.0,882075672
342,112,903,1.0,892440172
343,82,183,3.0,878769848
344,222,724,3.0,878181976
345,218,430,3.0,877488316
346,308,1197,4.0,887739521
347,303,134,5.0,879467959
348,133,751,3.0,890588547
349,215,212,2.0,891435680
350,69,256,5.0,882126156
351,254,662,4.0,887347350
352,276,2,4.0,874792436
353,104,984,1.0,888442575
354,63,1067,3.0,875747514
355,267,410,4.0,878970785
356,13,56,5.0,881515011
357,240,879,3.0,885775745
358,286,237,2.0,875806800
359,294,271,5.0,889241426
360,90,1086,4.0,891384424
361,18,26,4.0,880129731
362,92,229,3.0,875656201
363,308,649,4.0,887739292
364,144,89,3.0,888105691
365,191,302,4.0,891560253
366,59,951,3.0,888206409
367,200,96,5.0,884129409
368,16,197,5.0,877726146
369,61,678,3.0,892302309
370,271,199,4.0,885848448
371,271,709,3.0,885849325
372,142,169,5.0,888640356
373,275,597,3.0,876197678
374,222,151,3.0,878182109
375,87,40,3.0,879876917
376,207,258,4.0,877879172
377,272,1393,2.0,879454663
378,177,333,4.0,880130397
379,207,1115,2.0,879664906
380,299,577,3.0,889503806
381,271,378,4.0,885849447
382,305,425,4.0,886324486
383,49,959,2.0,888068912
384,94,1224,3.0,891722802
385,130,1017,3.0,874953895
386,10,175,3.0,877888677
387,203,321,3.0,880433418
388,191,286,4.0,891560842
389,43,323,3.0,875975110
390,21,558,5.0,874951695
391,197,96,5.0,891409839
392,13,344,2.0,888073635
393,194,66,3.0,879527264
394,234,206,4.0,892334543
395,308,402,4.0,887740700
396,308,640,4.0,887737036
397,269,522,5.0,891447773
398,94,265,4.0,891721889
399,268,62,3.0,875310824
400,272,12,5.0,879455254
401,121,291,3.0,891390477
402,296,20,5.0,884196921
403,134,286,3.0,891732334
404,180,462,5.0,877544218
405,234,612,3.0,892079140
406,104,117,2.0,888465972
407,38,758,1.0,892434626
408,269,845,1.0,891456255
409,7,163,4.0,891353444
410,234,1451,3.0,892078343
411,275,405,2.0,876197645
412,52,250,3.0,882922661
413,102,823,3.0,888801465
414,13,186,4.0,890704999
415,178,731,4.0,882827532
416,236,71,3.0,890116671
417,256,781,5.0,882165296
418,263,176,5.0,891299752
419,244,186,3.0,880605697
420,279,1181,4.0,875314001
421,43,815,4.0,883956189
422,83,78,2.0,880309089
423,151,197,5.0,879528710
424,254,436,2.0,886474216
425,109,631,3.0,880579371
426,297,716,3.0,875239422
427,249,188,4.0,879641067
428,144,699,4.0,888106106
429,301,604,4.0,882075994
430,64,392,3.0,889737542
431,92,501,2.0,875653665
432,222,97,4.0,878181739
433,268,436,3.0,875310745
434,293,135,5.0,888905550
435,213,173,5.0,878955442
436,160,460,2.0,876861185
437,13,498,4.0,882139901
438,59,715,5.0,888205921
439,5,17,4.0,875636198
440,125,163,5.0,879454956
441,174,315,5.0,886432749
442,114,505,3.0,881260203
443,213,515,4.0,878870518
444,23,196,2.0,874786926
445,128,15,4.0,879968827
446,239,56,4.0,889179478
447,181,279,1.0,878962955
448,291,80,4.0,875086354
449,250,238,4.0,878089963
450,201,649,3.0,884114275
451,60,60,5.0,883327734
452,181,325,2.0,878961814
453,119,407,3.0,887038665
454,287,1,5.0,875334088
455,216,228,3.0,880245642
456,216,531,4.0,880233810
457,203,471,4.0,880434463
458,92,587,3.0,875660408
459,13,892,3.0,882774224
460,213,176,4.0,878956338
461,286,288,5.0,875806672
462,117,1047,2.0,881009697
463,99,111,1.0,885678886
464,11,558,3.0,891904214
465,65,47,2.0,879216672
466,295,194,4.0,879517412
467,269,217,2.0,891451610
468,85,259,2.0,881705026
469,250,596,5.0,878089921
470,137,144,5.0,881433689
471,201,960,2.0,884112077
472,257,137,4.0,882049932
473,111,328,4.0,891679939
474,91,480,4.0,891438875
475,215,211,4.0,891436202
476,181,938,1.0,878961586
477,189,1060,5.0,893264301
478,1,20,4.0,887431883
479,303,404,4.0,879468375
480,299,305,3.0,879737314
481,187,210,4.0,879465242
482,222,278,2.0,877563913
483,214,568,4.0,892668197
484,293,770,3.0,888906655
485,285,191,4.0,890595859
486,303,252,3.0,879544791
487,96,156,4.0,884402860
488,72,1110,3.0,880037334
489,115,1067,4.0,881171009
490,7,430,3.0,891352178
491,116,350,3.0,886977926
492,73,480,4.0,888625753
493,269,246,5.0,891457067
494,263,419,5.0,891299514
495,70,431,3.0,884150257
496,221,475,4.0,875244204
497,72,182,5.0,880036515
498,25,357,4.0,885852757
499,290,50,5.0,880473582
500,189,526,4.0,893266205
501,299,303,3.0,877618584
502,264,294,3.0,886121516
503,200,365,5.0,884129962
504,187,135,4.0,879465653
505,184,187,4.0,889909024
506,63,289,2.0,875746985
507,13,229,4.0,882397650
508,298,486,3.0,884183063
509,235,185,4.0,889655435
510,62,712,4.0,879376178
511,246,94,2.0,884923505
512,54,742,5.0,880934806
513,63,762,3.0,875747688
514,11,732,3.0,891904596
515,92,168,4.0,875653723
516,8,550,3.0,879362356
517,307,174,4.0,879283480
518,303,200,4.0,879468459
519,256,849,2.0,882164603
520,72,54,3.0,880036854
521,164,406,2.0,889402389
522,117,150,4.0,880125101
523,224,77,4.0,888103872
524,193,869,3.0,889127811
525,94,184,2.0,891720862
526,281,338,2.0,881200457
527,130,109,3.0,874953794
528,128,371,1.0,879966954
529,94,720,1.0,891723593
530,182,845,3.0,885613067
531,129,873,1.0,883245452
532,254,229,4.0,886474580
533,64,381,4.0,879365491
534,151,176,2.0,879524293
535,45,25,4.0,881014015
536,193,879,3.0,889123257
537,276,922,4.0,889174849
538,276,57,3.0,874787526
539,234,187,4.0,892079140
540,181,306,1.0,878962006
541,21,370,1.0,874951293
542,293,249,3.0,888905229
543,264,721,5.0,886123656
544,10,611,5.0,877886722
545,197,346,3.0,891409070
546,276,142,3.0,874792945
547,308,427,4.0,887736584
548,221,943,4.0,875246759
549,131,126,4.0,883681514
550,268,824,2.0,876518557
551,109,8,3.0,880572642
552,198,58,3.0,884208173
553,230,680,4.0,880484286
554,181,741,1.0,878962918
555,192,1061,4.0,881368891
556,234,448,3.0,892335501
557,90,900,4.0,891382309
558,193,941,4.0,889124890
559,128,603,5.0,879966839
560,126,905,2.0,887855283
561,244,265,4.0,880606634
562,90,289,3.0,891382310
563,157,25,3.0,886890787
564,305,71,3.0,886323684
565,119,382,5.0,874781742
566,21,222,2.0,874951382
567,231,181,4.0,888605273
568,280,508,3.0,891700453
569,288,132,3.0,886374129
570,279,1497,2.0,890780576
571,301,33,4.0,882078228
572,72,699,3.0,880036783
573,90,259,2.0,891382392
574,308,55,3.0,887738760
575,59,742,3.0,888203053
576,94,744,4.0,891721462
577,130,642,4.0,875216933
578,26,1015,3.0,891352136
579,56,121,5.0,892679480
580,82,508,2.0,884714249
581,62,12,4.0,879373613
582,276,40,3.0,874791871
583,181,1015,1.0,878963121
584,152,301,3.0,880147407
585,178,845,4.0,882824291
586,217,597,4.0,889070087
587,79,303,4.0,891271203
588,138,484,4.0,879024127
589,308,81,5.0,887737293
590,75,284,2.0,884050393
591,269,198,4.0,891447062
592,307,94,3.0,877122695
593,222,781,3.0,881059677
594,121,740,3.0,891390544
595,269,22,1.0,891448072
596,13,864,4.0,882141924
597,230,742,5.0,880485043
598,269,507,4.0,891448800
599,239,1099,5.0,889179253
600,245,1028,5.0,888513447
601,56,546,3.0,892679460
602,295,961,5.0,879519556
603,271,1028,2.0,885848102
604,222,812,2.0,881059117
605,69,240,3.0,882126156
606,10,7,4.0,877892210
607,22,376,3.0,878887112
608,294,931,3.0,889242857
609,82,717,1.0,884714492
610,279,399,4.0,875313859
611,269,234,1.0,891449406
612,6,98,5.0,883600680
613,243,1039,4.0,879988184
614,298,181,4.0,884125629
615,282,325,1.0,881703044
616,78,323,1.0,879633567
617,118,200,5.0,875384647
618,283,1114,5.0,879297545
619,171,292,4.0,891034835
620,70,217,4.0,884151119
621,10,100,5.0,877891747
622,245,181,4.0,888513664
623,107,333,3.0,891264267
624,246,561,1.0,884923445
625,13,901,1.0,883670672
626,276,70,4.0,874790826
627,244,17,2.0,880607205
628,189,56,5.0,893265263
629,226,242,5.0,883888671
630,62,1016,4.0,879373008
631,276,417,4.0,874792907
632,214,478,4.0,891544052
633,306,235,4.0,876504354
634,222,26,3.0,878183043
635,280,631,5.0,891700751
636,60,430,5.0,883326122
637,56,71,4.0,892683275
638,42,274,5.0,881105817
639,1,202,5.0,875072442
640,13,809,4.0,882397582
641,173,289,4.0,877556988
642,15,749,1.0,879455311
643,185,23,4.0,883524249
644,280,540,3.0,891702304
645,244,381,4.0,880604077
646,150,293,4.0,878746946
647,7,497,4.0,891352134
648,178,317,4.0,882826915
649,178,742,3.0,882823833
650,95,1217,3.0,880572658
651,234,1462,3.0,892333865
652,97,222,5.0,884238887
653,109,127,2.0,880563471
654,117,268,5.0,880124306
655,269,705,2.0,891448850
656,130,1246,3.0,876252497
657,264,655,4.0,886123530
658,207,13,3.0,875506839
659,42,588,5.0,881108147
660,246,409,2.0,884923372
661,87,367,4.0,879876702
662,101,304,3.0,877135677
663,256,127,4.0,882164406
664,92,794,3.0,875654798
665,181,762,2.0,878963418
666,213,235,1.0,878955115
667,92,739,2.0,876175582
668,292,661,5.0,881105561
669,246,665,4.0,884922831
670,274,845,5.0,878945579
671,188,692,5.0,875072583
672,18,86,4.0,880129731
673,5,439,1.0,878844423
674,236,632,3.0,890116254
675,193,407,4.0,889127921
676,144,709,4.0,888105940
677,90,1198,5.0,891383866
678,48,609,4.0,879434819
679,5,225,2.0,875635723
680,22,128,5.0,878887983
681,311,432,4.0,884365485
682,8,22,5.0,879362183
683,276,188,4.0,874792547
684,222,173,5.0,878183043
685,72,866,4.0,880035887
686,299,134,4.0,878192311
687,1,171,5.0,889751711
688,308,295,3.0,887741461
689,165,216,4.0,879525778
690,222,49,3.0,878183512
691,181,121,4.0,878962623
692,200,11,5.0,884129542
693,234,626,4.0,892336358
694,244,707,4.0,880606243
695,90,25,5.0,891384789
696,208,216,5.0,883108324
697,263,96,4.0,891298336
698,134,323,4.0,891732335
699,279,586,4.0,892864663
700,2,292,4.0,888550774
701,288,593,2.0,886892127
702,49,302,4.0,888065432
703,286,153,5.0,877531406
704,205,304,3.0,888284313
705,22,80,4.0,878887227
706,234,318,4.0,892078890
707,223,328,3.0,891548959
708,15,25,3.0,879456204
709,268,147,4.0,876514002
710,94,1220,3.0,891722678
711,274,405,4.0,878945840
712,7,492,5.0,891352010
713,268,217,2.0,875744501
714,16,55,5.0,877717956
715,164,620,3.0,889402298
716,290,161,4.0,880474293
717,92,515,4.0,875640800
718,239,1070,5.0,889179032
719,56,449,5.0,892679308
720,248,234,4.0,884534968
721,234,10,3.0,891227851
722,280,1049,2.0,891702486
723,308,187,5.0,887738760
724,276,64,5.0,874787441
725,192,948,3.0,881368302
726,122,509,4.0,879270511
727,85,588,3.0,880838306
728,262,931,2.0,879790874
729,201,272,3.0,886013700
730,181,870,2.0,878962623
731,295,739,4.0,879518319
732,263,568,4.0,891299387
733,295,39,4.0,879518279
734,201,1100,4.0,884112800
735,93,820,3.0,888705966
736,159,1028,5.0,880557539
737,158,665,2.0,880134532
738,293,423,3.0,888906070
739,82,597,3.0,878768882
740,276,181,5.0,874786488
741,13,823,5.0,882397833
742,217,2,3.0,889069782
743,83,660,4.0,880308256
744,189,20,5.0,893264466
745,222,796,4.0,878183684
746,146,1022,5.0,891458193
747,267,121,3.0,878970681
748,126,294,3.0,887855087
749,181,1060,1.0,878962675
750,125,80,4.0,892838865
751,43,120,4.0,884029430
752,13,780,1.0,882142057
753,253,259,2.0,891628883
754,42,44,3.0,881108548
755,77,518,4.0,884753202
756,291,686,5.0,874835165
757,268,21,3.0,875742822
758,262,28,3.0,879792220
759,234,81,3.0,892334680
760,29,245,3.0,882820803
761,236,57,5.0,890116575
762,158,729,3.0,880133116
763,156,661,4.0,888185947
764,232,52,5.0,888550130
765,168,866,5.0,884287927
766,37,288,4.0,880915258
767,141,245,3.0,884584426
768,235,230,4.0,889655162
769,102,70,3.0,888803537
770,77,172,3.0,884752562
771,90,506,5.0,891383319
772,186,566,5.0,879023663
773,44,660,5.0,878347915
774,118,774,5.0,875385198
775,7,661,5.0,891351624
776,49,1003,2.0,888068651
777,62,68,1.0,879374969
778,42,1028,4.0,881106072
779,178,433,4.0,882827834
780,85,51,2.0,879454782
781,77,474,5.0,884732407
782,58,1099,2.0,892243079
783,56,1047,4.0,892911290
784,197,688,1.0,891409564
785,286,99,4.0,878141681
786,90,258,3.0,891382121
787,181,1288,1.0,878962349
788,295,190,4.0,879517062
789,224,69,4.0,888082495
790,272,317,4.0,879454977
791,221,1010,3.0,875246662
792,66,877,1.0,883601089
793,207,318,5.0,877124871
794,234,487,3.0,892079237
795,7,648,5.0,891351653
796,87,82,5.0,879875774
797,195,1052,1.0,877835102
798,44,449,5.0,883613334
799,306,287,4.0,876504442
800,194,172,3.0,879521474
801,94,62,3.0,891722933
802,167,659,4.0,892738277
803,108,100,4.0,879879720
804,230,304,5.0,880484286
805,181,927,1.0,878962675
806,54,302,4.0,880928519
807,90,22,4.0,891384357
808,181,696,2.0,878962997
809,286,357,4.0,877531537
810,14,269,4.0,892242403
811,311,179,2.0,884365357
812,92,121,5.0,875640679
813,21,440,1.0,874951798
814,244,550,1.0,880602264
815,181,405,4.0,878962919
816,65,806,4.0,879216529
817,37,540,2.0,880916070
818,44,443,5.0,878348289
819,244,183,4.0,880606043
820,1,265,4.0,878542441
821,270,25,5.0,876954456
822,299,387,2.0,889502756
823,94,572,3.0,891723883
824,286,746,4.0,877533058
825,239,272,5.0,889181247
826,216,55,5.0,880245145
827,254,121,3.0,886472369
828,62,665,2.0,879376483
829,178,385,4.0,882826982
830,194,23,4.0,879522819
831,268,955,3.0,875745160
832,188,143,5.0,875072674
833,276,294,4.0,874786366
834,158,1098,4.0,880135069
835,207,845,3.0,881681663
836,161,48,1.0,891170745
837,305,654,4.0,886323937
838,47,324,3.0,879439078
839,64,736,4.0,889739212
840,191,751,3.0,891560753
841,7,378,5.0,891353011
842,59,92,5.0,888204997
843,69,268,5.0,882027109
844,10,461,3.0,877888944
845,21,129,4.0,874951382
846,58,9,4.0,884304328
847,194,152,3.0,879549996
848,7,200,5.0,891353543
849,113,126,5.0,875076827
850,173,328,5.0,877557028
851,95,233,4.0,879196354
852,16,194,5.0,877720733
853,59,323,4.0,888206809
854,311,654,3.0,884365075
855,292,589,4.0,881105516
856,43,203,4.0,883955224
857,79,50,4.0,891271545
858,235,70,5.0,889655619
859,125,190,5.0,892836309
860,284,322,3.0,885329671
861,303,161,5.0,879468547
862,254,378,3.0,886474396
863,255,1034,1.0,883217030
864,104,301,2.0,888442275
865,90,923,5.0,891383912
866,6,463,4.0,883601713
867,279,122,1.0,875297433
868,286,298,4.0,875807004
869,222,448,3.0,878183565
870,297,57,5.0,875239383
871,42,625,3.0,881108873
872,130,1217,4.0,875801778
873,254,357,3.0,886472466
874,109,475,1.0,880563641
875,230,1444,2.0,880485726
876,244,310,3.0,880601905
877,6,301,2.0,883600406
878,36,748,4.0,882157285
879,256,443,3.0,882164727
880,102,515,1.0,888801316
881,104,285,4.0,888465201
882,21,447,5.0,874951695
883,111,301,4.0,891680028
884,18,408,5.0,880129628
885,25,222,4.0,885852817
886,110,944,3.0,886989501
887,270,98,5.0,876955868
888,68,237,5.0,876974133
889,83,215,4.0,880307940
890,6,258,2.0,883268278
891,89,216,5.0,879459859
892,128,317,4.0,879968029
893,305,512,4.0,886323525
894,184,412,2.0,889912691
895,286,175,5.0,877532470
896,279,1428,3.0,888465209
897,256,86,5.0,882165103
898,221,48,5.0,875245462
899,140,332,3.0,879013617
900,190,977,2.0,891042938
901,11,227,3.0,891905896
902,201,203,5.0,884114471
903,150,181,5.0,878746685
904,126,245,3.0,887854726
905,20,208,2.0,879669401
906,144,742,4.0,888104122
907,181,930,1.0,878963275
908,109,566,4.0,880578814
909,85,1065,3.0,879455021
910,213,133,3.0,878955973
911,222,379,1.0,878184290
912,223,11,3.0,891550649
913,215,421,4.0,891435704
914,218,208,3.0,877488366
915,174,937,5.0,886432989
916,275,186,3.0,880314383
917,68,742,1.0,876974198
918,268,583,4.0,876513830
919,160,462,4.0,876858346
920,195,273,4.0,878019342
921,224,178,4.0,888082468
922,5,110,1.0,875636493
923,99,1016,5.0,885678724
924,2,251,5.0,888552084
925,292,9,4.0,881104148
926,72,568,4.0,880037203
927,85,228,3.0,882813248
928,83,281,5.0,880307072
929,92,831,2.0,886443708
930,7,543,3.0,891351772
931,87,401,2.0,879876813
932,287,926,4.0,875334340
933,1,155,2.0,878542201
934,234,632,2.0,892079538
935,222,53,5.0,878184113
936,24,64,5.0,875322758
937,7,554,3.0,891354639
938,82,56,3.0,878769410
939,161,318,3.0,891170824
940,196,393,4.0,881251863
941,56,91,4.0,892683275
942,82,477,3.0,876311344
943,7,472,2.0,891353357
944,256,761,4.0,882164644
945,226,56,4.0,883889102
946,279,741,5.0,875296891
947,308,1286,3.0,887738151
948,16,8,5.0,877722736
949,180,202,3.0,877128388
950,203,93,4.0,880434940
951,145,56,5.0,875271896
952,288,305,4.0,886372527
953,84,742,3.0,883450643
954,44,644,3.0,878347818
955,17,13,3.0,885272654
956,313,117,4.0,891015319
957,148,1,4.0,877019411
958,197,347,4.0,891409070
959,21,164,5.0,874951695
960,279,982,3.0,875298314
961,239,491,5.0,889181015
962,185,287,5.0,883526288
963,297,89,4.0,875239125
964,303,68,4.0,879467361
965,186,250,1.0,879023607
966,73,206,3.0,888625754
967,104,756,2.0,888465739
968,94,216,3.0,885870665
969,239,194,5.0,889178833
970,197,511,5.0,891409839
971,280,1,4.0,891700426
972,1,117,3.0,874965739
973,224,583,1.0,888103729
974,303,397,1.0,879543831
975,60,162,4.0,883327734
976,198,258,4.0,884204501
977,239,513,5.0,889178887
978,6,69,3.0,883601277
979,233,375,4.0,876374419
980,85,642,4.0,882995615
981,110,38,3.0,886988574
982,184,522,3.0,889908462
983,99,873,1.0,885678436
984,13,418,2.0,882398763
985,201,518,4.0,884112201
986,13,858,1.0,882397068
987,214,131,3.0,891544465
988,296,228,4.0,884197264
989,222,87,3.0,878182589
990,279,725,4.0,875314144
991,217,182,2.0,889070109
